genres,release_year,item_id,title,playtime_forever
Action,2014.0,268750.0,Magicite,21060.75
Adventure,2014.0,286360.0,Shadows on the Vatican Act I: Greed,569.85
Casual,2013.0,301740.0,Castle: Never Judge a Book by its Cover,19.71666666666667
Adventure,2014.0,281750.0,Munin,177.33333333333334
Adventure,2014.0,305780.0,Echo of the Wilds,106.25
Adventure,2012.0,270570.0,Reversion - The Escape (1st Chapter),403.76666666666665
Action,2014.0,256190.0,Enemy Front,608.1666666666666
Casual,2013.0,262900.0,Smooth Operators,360.81666666666666
Casual,2014.0,302290.0,Infinite Game Works Episode 0,117.71666666666667
Indie,2014.0,297490.0,Spy Chameleon - RGB Agent,242.58333333333334
RPG,2014.0,303790.0,Faery - Legends of Avalon,195.75
Action,2014.0,280040.0,A Wizard's Lizard,608.65
Adventure,2014.0,263040.0,Bot Colony,75.88333333333333
Indie,2014.0,223830.0,Xenonauts,5936.933333333333
RPG,2011.0,307640.0,Stick RPG 2: Director's Cut,627.95
Action,2014.0,307090.0,Fancy Skulls,267.6166666666667
Action,2014.0,298280.0,XenoRaptor,53.6
Adventure,2003.0,292930.0,Black Mirror I,24.816666666666666
Action,2014.0,303470.0,Rush for Glory,51.68333333333333
Indie,2013.0,304290.0,Heroes Rise: The Hero Project,344.2
Action,2014.0,297100.0,Beyond Space Remastered Edition,90.95
Strategy,2014.0,300320.0,The Few,275.6166666666667
Simulation,2014.0,255260.0,Pro Cycling Manager 2014,1204.3833333333332
Racing,2014.0,256390.0,MotoGP™14,180.2
Action,2014.0,284580.0,ZAMB! Biomutant Extermination,3.5
Adventure,2014.0,230230.0,Divinity: Original Sin (Classic),32625.333333333332
Adventure,2014.0,283230.0,Spoiler Alert,302.8
Action,2014.0,291480.0,Warface,51226.86666666667
Indie,2014.0,303880.0,Triblaster,1.7333333333333334
Action,2014.0,302790.0,Momodora III,193.63333333333333
Adventure,2014.0,297590.0,Monsters Ate My Birthday Cake,52.46666666666667
Casual,2014.0,241240.0,Contraption Maker,1305.3833333333334
Action,2014.0,252830.0,Claire,99.71666666666667
Casual,2013.0,312020.0,Bounders and Cads,1.5166666666666666
Action,2014.0,285960.0,Q*bert: Rebooted,50.15
Adventure,2014.0,292910.0,Deponia: The Complete Journey,1656.35
Action,2014.0,293840.0,Cult of the Wind,41.18333333333334
Adventure,2013.0,281060.0,Reversion - The Meeting (2nd Chapter),81.7
Action,2014.0,252750.0,MouseCraft,94.43333333333334
Adventure,2012.0,302120.0,House of 1000 Doors: The Palm of Zoroaster Collector's Edition,81.51666666666667
Adventure,2013.0,302730.0,Namariel Legends: Iron Lord Premium Edition,6.316666666666666
Adventure,2014.0,300360.0,Evil Pumpkin: The Lost Halloween,186.5
Action,2000.0,286730.0,Gunship!,0.26666666666666666
Action,2014.0,310830.0,Retrobooster,0.0
Adventure,2013.0,313960.0,Exodus,2.183333333333333
Casual,2014.0,304500.0,Rooms: The Main Building,181.45
Adventure,2001.0,302390.0,Necronomicon: The Dawning of Darkness,7.6499999999999995
Simulation,2014.0,292180.0,X-Plane 10 Global - 64 Bit,1745.4
Action,2014.0,293900.0,Pivvot,120.75
Action,2014.0,312220.0,Tales of Adventure 2,2.0833333333333335
Indie,2014.0,310070.0,The Nightmare Cooperative,242.76666666666665
Strategy,2014.0,255420.0,Magic 2015 - Duels of the Planeswalkers,9933.35
RPG,2014.0,310450.0,Steel &amp; Steam: Episode 1,51.0
Action,2016.0,302590.0,Of Guards And Thieves,807.7833333333333
Utilities,2014.0,268850.0,EVGA Precision XOC,34253.05
Action,2014.0,303590.0,Hidden in Plain Sight,86.48333333333333
Action,2014.0,294280.0,Scooby Doo! &amp; Looney Tunes Cartoon Universe: Adventure,3.283333333333333
Strategy,2014.0,311040.0,Rulers of Nations,88.21666666666667
Casual,2006.0,304350.0,Wildlife Park 2,189.55
Casual,2007.0,306480.0,Wildlife Park 2 - Crazy Zoo,18.2
Casual,2013.0,307990.0,Wildlife Park 2 - Fantasy,17.066666666666666
Casual,2012.0,307930.0,Wildlife Park 2 - Dino World,72.03333333333333
Casual,2010.0,307920.0,Wildlife Park 2 - Farm World,9.25
Casual,2007.0,307770.0,Wildlife Park 2 - Horses,21.0
Action,2014.0,313040.0,Pixel Hunter,17.066666666666666
Casual,2007.0,307900.0,Wildlife Park 2 - Marine World,49.449999999999996
Action,2014.0,303840.0,Point Perfect,101.43333333333334
Action,2014.0,314280.0,The Forgotten Ones,320.5333333333333
Adventure,2012.0,305490.0,Heileen 3: New Horizons,206.79999999999998
Adventure,2014.0,297290.0,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,246.75
Indie,2014.0,292620.0,Pressured,307.6666666666667
Action,2014.0,305010.0,Toxic Bunny HD,84.9
Adventure,2001.0,302170.0,The Cameron Files: The Secret at Loch Ness,5.2
Adventure,2012.0,302130.0,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition,29.85
Action,2014.0,280890.0,Ghostship Aftermath,69.4
Adventure,2014.0,314380.0,Lantern Forge,76.1
Indie,2014.0,291370.0,Undead Overlord,16.066666666666666
Action,2014.0,314290.0,Obludia,63.18333333333333
Simulation,2014.0,303910.0,Time of Fury,34.46666666666667
Adventure,2014.0,269890.0,AR-K,331.1666666666667
Indie,2014.0,290260.0,Sokobond,201.35
Adventure,2014.0,311860.0,Data Hacker: Initiation,33.06666666666666
Adventure,2014.0,312970.0,My Ex-Boyfriend the Space Tyrant,2.9333333333333336
Action,2014.0,248310.0,Freedom Planet,1777.1333333333332
Action,2014.0,302270.0,Dungeon Defenders Eternity,8433.666666666666
Action,2014.0,266470.0,Dark Horizons: Mechanized Corps,2.4000000000000004
Adventure,2014.0,307290.0,Velvet Sundown,1139.8166666666666
Action,2014.0,301420.0,Third Eye Crime,5.183333333333334
Action,2014.0,303860.0,Machines At War 3,8.2
Strategy,2012.0,312350.0,Commander: The Great War,63.61666666666667
Action,2014.0,311480.0,Vertical Drop Heroes HD,533.35
Action,2014.0,306260.0,Selknam Defense,8.483333333333334
Adventure,2014.0,288160.0,The Room,712.7666666666667
Action,2014.0,313980.0,Proxy Blade Zero,16.516666666666666
Action,2014.0,314230.0,Rodina,1149.6333333333334
RPG,2014.0,251150.0,The Legend of Heroes: Trails in the Sky,3485.5
Casual,2011.0,313650.0,Time Mysteries 2: The Ancient Spectres,209.98333333333332
Action,2014.0,315940.0,Top Hat,27.55
Casual,2014.0,292200.0,Crazy Plant Shop,87.1
Action,2014.0,314250.0,Jet Gunner,401.85
Action,2014.0,312990.0,The Expendabros,11481.916666666666
Action,2014.0,247950.0,Sacred 3,480.6166666666667
Casual,2014.0,302750.0,The Counting Kingdom,41.88333333333333
Indie,2014.0,293740.0,Road Not Taken,290.71666666666664
Action,2014.0,298520.0,Orbital Gear,1200.8166666666666
Sports,2014.0,307980.0,Cricket Captain 2014,1769.6666666666667
Simulation,2014.0,313620.0,The Terminal 2,11.483333333333333
Casual,2014.0,314320.0,GamersGoMakers,94.06666666666666
Action,2004.0,311100.0,Echelon: Wind Warriors,22.733333333333334
Indie,2006.0,317380.0,War on Folvos,12.450000000000001
Action,2014.0,298480.0,Victory At Sea,493.5833333333333
Strategy,2014.0,306620.0,Frontline : Road to Moscow,16.633333333333333
Action,2014.0,301680.0,Psichodelya,118.23333333333333
Action,2014.0,263960.0,Wyv and Keep: The Temple of the Lost Idol,133.88333333333333
Adventure,2014.0,305920.0,Another Perspective,47.9
Adventure,2014.0,314020.0,Morphopolis,987.5666666666667
Action,2014.0,312510.0,Mega Coin Squad,102.91666666666667
Adventure,2014.0,314360.0,Aritana and the Harpy's Feather,4.283333333333333
Action,2014.0,305980.0,Heavy Fire: Afghanistan,219.81666666666666
Design &amp; Illustration,2014.0,314500.0,Pixeluvo,96.0
Action,2014.0,304170.0,Kick-Ass 2,49.15
Action,2014.0,300040.0,Divine Souls F2P MMO,502.25
Action,2007.0,319180.0,Platypus II,573.35
Simulation,2011.0,310390.0,Advanced Tactics Gold,0.0
Action,2004.0,307340.0,Platypus,177.45
Action,2006.0,307350.0,Nux,384.45
Action,2013.0,315920.0,Stonerid,172.58333333333334
RPG,2014.0,306950.0,Heroes &amp; Legends: Conquerors of Kolhar,153.48333333333332
Action,2014.0,275390.0,Guacamelee! Super Turbo Championship Edition,1149.6666666666667
Action,2014.0,314460.0,Jamsouls,54.88333333333333
Casual,2014.0,257710.0,Max Gentlemen,310.28333333333336
Adventure,2014.0,294440.0,Shadowgate (2014),282.5833333333333
Indie,2014.0,315550.0,Taxi,12.933333333333334
Action,2009.0,317970.0,Dusk 12,43.88333333333333
Design &amp; Illustration,2014.0,316630.0,Character Creator - Graphics Pack,0.6833333333333333
Design &amp; Illustration,2014.0,316620.0,Space Galaxy - Graphics Pack,0.016666666666666666
Action,2014.0,299260.0,Commando Jack,663.7666666666667
Adventure,2003.0,302210.0,Curse: The Eye of Isis,2.6500000000000004
Casual,2014.0,318440.0,Cubesis,11.399999999999999
Action,2014.0,265770.0,Cannons Lasers Rockets,85.65
Action,2014.0,315650.0,Deep Under the Sky,3.3
Action,2014.0,250700.0,Super Time Force Ultra,598.05
Adventure,2001.0,302190.0,Amerzone: The Explorer’s Legacy,16.483333333333334
Adventure,2014.0,262850.0,The Journey Down: Chapter Two,112.38333333333333
Adventure,2014.0,316740.0,Biglands: A Game Made By Kids,2.183333333333333
Action,2014.0,286690.0,Metro 2033 Redux,14029.9
Action,2014.0,287390.0,Metro: Last Light Redux,14652.233333333334
Adventure,2014.0,313830.0,See No Evil,4.15
Action,2014.0,261760.0,Lichdom: Battlemage,2547.2833333333333
Indie,2014.0,308380.0,Airship Dragoon,227.48333333333332
Casual,2014.0,319300.0,Trainz Trouble,6.733333333333333
Casual,2014.0,320110.0,Train Town,3.35
Adventure,2014.0,316140.0,Appointment With FEAR,99.68333333333334
Action,2011.0,312010.0,Bird Assassin,66.36666666666667
Indie,2014.0,296590.0,Draconian Wars,69.5
Action,2013.0,250400.0,How to Survive,15718.75
Indie,2013.0,318310.0,Choice of the Deathless,120.76666666666667
Action,2014.0,262750.0,GoD Factory: Wingmen,347.4
Action,2014.0,312640.0,Power-Up,803.0
Adventure,2014.0,298830.0,Millennium 3 - Cry Wolf,51.61666666666667
Action,2014.0,214190.0,Minimum,4462.933333333333
Indie,2014.0,276870.0,Dwelvers,70.78333333333333
Indie,2014.0,321030.0,One Day For Ched,1.5333333333333332
Adventure,2013.0,319320.0,Time Mysteries 3: The Final Enigma,158.68333333333334
Casual,2014.0,321600.0,The Flying Dutchman,1.5
RPG,2014.0,288470.0,Fable Anniversary,8328.65
Indie,2014.0,246940.0,Lords of the Black Sun,104.05
Casual,2004.0,316720.0,planetarian ~the reverie of a little planet~,217.73333333333332
Adventure,2014.0,264400.0,Jacob Jones and the Bigfoot Mystery : Episode 1,0.8833333333333334
Casual,2014.0,319550.0,The Collider,195.18333333333334
Casual,2014.0,319270.0,Great Permutator,118.28333333333333
Action,2014.0,317410.0,Color Symphony,273.2
Action,2014.0,316810.0,Shadowcrypt,15.216666666666667
Indie,2014.0,319560.0,Reprisal Universe,144.1
Action,2014.0,272510.0,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,9390.166666666666
Action,2014.0,297370.0,Hero of Many,18.733333333333334
Action,2014.0,320410.0,Near Impact,0.0
Casual,2007.0,313190.0,Pacific Liberation Force,0.9166666666666666
Casual,2011.0,321610.0,Demonlisher,0.48333333333333334
Casual,2014.0,290730.0,My Lands: Black Gem Hunting,2387.5666666666666
Action,2014.0,316970.0,The Waste Land,86.8
Casual,2014.0,316542.0,My Lands: Age of Prosperity - Premium DLC Pack,0.0
RPG,2014.0,289130.0,Endless Legend™,31699.783333333333
Adventure,2014.0,215080.0,WAKFU,26704.933333333334
Action,2014.0,291960.0,Elminage Gothic,48.81666666666667
Action,2014.0,297120.0,Heavy Bullets,1027.0166666666667
Action,2006.0,321710.0,Battle Of Europe,0.08333333333333333
Simulation,2014.0,273030.0,Pro Rugby Manager 2015,2.6333333333333333
Casual,2014.0,316950.0,War Operations,0.31666666666666665
Adventure,2014.0,263520.0,Enola,185.16666666666666
Adventure,2014.0,240760.0,Wasteland 2: Director's Cut,15326.483333333334
Indie,2014.0,321310.0,Zen Fish SIM,0.4166666666666667
Action,2014.0,230860.0,Cannon Brawl,1147.65
Adventure,2014.0,321190.0,Cho Dengeki Stryker All Ages Version,221.9
Action,2014.0,262920.0,Super Chain Crusher Horizon,97.23333333333333
Action,2014.0,319250.0,Magicmaker,818.1333333333333
Adventure,2013.0,317290.0,Bionic Heart 2,282.2833333333333
Simulation,2014.0,232890.0,Stronghold Crusader 2,2562.15
Strategy,2014.0,276750.0,Fritz Chess 14,16.849999999999998
Adventure,2014.0,308180.0,Jacob Jones and the Bigfoot Mystery : Episode 2,0.0
Strategy,2014.0,249190.0,Ancient Space,223.16666666666666
Indie,2014.0,221540.0,DG2: Defense Grid 2,2383.4
RPG,2014.0,286220.0,Pier Solar and the Great Architects,43.449999999999996
Adventure,2014.0,241260.0,Sherlock Holmes: Crimes and Punishments,1013.9666666666667
Action,2014.0,241930.0,Middle-earth™: Shadow of Mordor™,104901.76666666666
Action,2014.0,253610.0,Wrack,185.4
Action,2014.0,310700.0,Super Win the Game,219.75
Adventure,2014.0,321870.0,Silence of the Sleep,319.4
Sports,2014.0,316700.0,Front Page Sports Football,6.016666666666667
Adventure,2013.0,284890.0,Left in the Dark: No One on Board,319.65
Action,2014.0,312610.0,METAL SLUG X,661.9333333333333
Adventure,2014.0,304460.0,Qora,197.76666666666668
Racing,2011.0,324110.0,Moto Racer Collection,1.0333333333333334
Casual,2010.0,317580.0,Disney•Pixar Toy Story Mania!,0.3
Action,2010.0,316320.0,Disney•Pixar Cars Toon: Mater's Tall Tales,14.783333333333333
Action,2012.0,319080.0,Disney Princess: My Fairytale Adventure,29.3
Adventure,2014.0,318350.0,Disney Fairies: Tinker Bell's Adventure,2.9333333333333336
Adventure,2011.0,319400.0,Disney Winnie the Pooh,6.133333333333334
Action,2009.0,319170.0,Disney G-Force,93.01666666666667
Adventure,2014.0,302690.0,Metal Dead,229.93333333333334
Action,2014.0,242640.0,Styx: Master of Shadows,3775.9166666666665
Action,2014.0,273110.0,Counter-Strike Nexon: Zombies,25147.733333333334
Action,2014.0,323430.0,Crow,1.6666666666666665
Adventure,2014.0,275180.0,Costume Quest 2,465.4166666666667
Strategy,1999.0,281450.0,Disciples Sacred Lands Gold,40.666666666666664
Adventure,2008.0,320650.0,Season Match 2,60.5
Action,2003.0,327740.0,Tron 2.0,178.65
Adventure,2007.0,322130.0,Disney Princess: Enchanted Journey,0.06666666666666667
Action,2013.0,322980.0,Gods vs Humans,21.366666666666667
Adventure,2014.0,270190.0,1HEART,151.45
Casual,2014.0,321480.0,Sigils of Elohim,235.55
Action,2014.0,268050.0,The Evil Within,5141.416666666667
Adventure,2014.0,325090.0,Deep Dungeons of Doom,275.85
Action,2014.0,326960.0,Killing Floor - Toy Master,8.216666666666667
Action,2014.0,316180.0,A City Sleeps™,197.65
Adventure,2011.0,284750.0,Enigmatis: The Ghosts of Maple Creek,300.06666666666666
Indie,2014.0,306660.0,Ultimate General: Gettysburg,1451.0333333333333
Casual,2014.0,322990.0,Black Viper: Sophia's Fate,3.533333333333333
Indie,2014.0,326230.0,Smugglers 5: Invasion,37.81666666666666
Racing,2014.0,226580.0,F1 2014,3022.9166666666665
Action,2014.0,310990.0,Man in a Maze: Deathmatch,0.21666666666666667
Adventure,2011.0,320690.0,The Treasures of Montezuma 3,64.26666666666667
Adventure,1989.0,327950.0,Sword of the Samurai,84.73333333333335
Action,2014.0,270010.0,Time Rifters,138.1
Action,2014.0,279580.0,Devil's Dare 悪魔の挑戦,74.16666666666667
Action,2014.0,301970.0,Screencheat,2152.383333333333
Indie,2014.0,327260.0,Life of Pixel,143.05
Indie,2014.0,328780.0,Vampires: Guide Them to Safety!,131.83333333333334
Adventure,2014.0,321370.0,Sign Motion,6.5
Action,2014.0,285090.0,Robowars,97.96666666666667
Indie,2014.0,311720.0,Sproggiwood,60.06666666666666
Action,2014.0,318220.0,Enforcer: Police Crime Action,1268.0833333333333
Action,2014.0,313400.0,REVOLVER360 RE:ACTOR,120.23333333333333
Indie,2014.0,304810.0,TesserAct,0.0
Adventure,2007.0,324770.0,eXperience 112,16.866666666666667
Action,2006.0,311120.0,The Stalin Subway: Red Veil,56.666666666666664
Adventure,2014.0,322580.0,Dungeon Lurk II - Leona,0.41666666666666663
Indie,2014.0,246090.0,Spacebase DF-9,2782.45
Action,2014.0,315830.0,Daedalus - No Escape,7.85
Adventure,2014.0,329830.0,The Moon Sliver,150.8
Action,2014.0,302710.0,BlazeRush,421.8333333333333
Adventure,1998.0,284050.0,Sanitarium,21.78333333333333
Action,2014.0,329320.0,QbQbQb,2.3833333333333333
Indie,2014.0,330520.0,Tail Drift,0.21666666666666667
Simulation,2014.0,313160.0,Farming Simulator 15,25106.483333333334
Action,2014.0,299740.0,Miscreated,5600.216666666666
Casual,2014.0,297110.0,Cosmic DJ,108.45
Adventure,2016.0,330420.0,The Interactive Adventures of Dog Mendonça &amp; Pizzaboy®,0.0
Simulation,2012.0,313660.0,Alea Jacta Est,9.3
Action,2014.0,273830.0,Aviator - Bush Pilot,40.483333333333334
Action,2014.0,250900.0,The Binding of Isaac: Rebirth,430006.9
Adventure,2006.0,316160.0,Broken Sword 4 - the Angel of Death,28.333333333333332
Strategy,2014.0,317330.0,Defenders of Time,60.733333333333334
Action,2014.0,326470.0,Space Warp,2.033333333333333
Action,1998.0,329650.0,NAM,4.233333333333333
Strategy,1995.0,329620.0,Across the Rhine,1.85
Strategy,1990.0,329630.0,Command HQ,1.0
Action,1996.0,329640.0,Eradicator,13.850000000000001
Simulation,1990.0,329670.0,Silent Service 2,0.2833333333333333
Action,2014.0,323240.0,The World II: Hunting BOSS,5.5
Action,2014.0,315540.0,The Joylancer: Legendary Motor Knight,5.483333333333333
Indie,2014.0,331390.0,Winged Sakura: Mindy's Arc,101.44999999999999
Adventure,2014.0,305740.0,Pitiri 1977,83.86666666666666
Indie,2014.0,294370.0,Crowntakers,165.75
Action,2014.0,321080.0,Pirate Hell,0.0
Adventure,2014.0,327410.0,A Bird Story,526.5166666666667
Adventure,2014.0,328100.0,Gunspell - Steam Edition,0.4666666666666667
Adventure,2014.0,319230.0,Gold Rush! Anniversary,148.7
Action,2014.0,320150.0,Deadlings: Rotten Edition,215.4
Racing,2014.0,287260.0,Toybox Turbos,338.1666666666667
RPG,2014.0,317620.0,Space Hulk Ascension,792.05
Adventure,2014.0,331510.0,Amphora,0.0
Adventure,2014.0,319450.0,Chariot,204.08333333333334
Adventure,2014.0,314810.0,Randal's Monday,197.7
Action,2014.0,327150.0,Deadstone,15.899999999999999
Adventure,2014.0,259410.0,Sneaky Sneaky,101.36666666666667
Action,2014.0,298110.0,Far Cry® 4,54740.53333333333
Simulation,2014.0,273850.0,Ski-World Simulator,0.16666666666666666
Action,2014.0,302010.0,The Blue Flamingo,404.65
Adventure,2014.0,317950.0,KEL Reaper of Entropy,4.5
Action,2014.0,295790.0,Never Alone (Kisima Ingitchuna),908.2166666666667
Adventure,2014.0,226560.0,Escape Dead Island,347.0333333333333
Action,2014.0,330680.0,Solar Struggle,40.95
Action,2014.0,298890.0,Adventure Time: The Secret Of The Nameless Kingdom,60.63333333333333
Action,2014.0,329110.0,Gems of War - Puzzle RPG,4503.8
Indie,2014.0,253510.0,WARMACHINE: Tactics,647.9666666666667
Action,2014.0,328640.0,Rock Zombie,49.13333333333334
Casual,2014.0,328730.0,Letter Quest: Grimm's Journey,269.43333333333334
Action,2014.0,326150.0,Death Skid Marks,270.9
Action,2014.0,330460.0,Celestial Command,51.05
Action,2014.0,331120.0,Passing Pineview Forest,96.88333333333333
Racing,2014.0,321490.0,MotoGP™14 Compact,5.083333333333333
Strategy,2013.0,330720.0,Flashpoint Campaigns: Red Storm Player's Edition,116.69999999999999
Adventure,2014.0,332570.0,Amazing Frog?,833.0833333333334
Animation &amp; Modeling,2014.0,325180.0,AppGameKit: Easy Game Development,188.45000000000002
Casual,2012.0,293340.0,The Good Life,47.25
Casual,2014.0,333120.0,Inside The Gear,106.05
Action,2014.0,227160.0,Kinetic Void,1371.0
Simulation,2014.0,328870.0,Draft Day Sports Pro Basketball 4,30.466666666666665
Action,2014.0,331400.0,Luna: Shattered Hearts: Episode 1,82.4
Adventure,2014.0,328880.0,Space Legends: At the Edge of the Universe,1.05
Casual,2014.0,327370.0,Brink of Consciousness: The Lonely Hearts Murders,12.333333333333332
Indie,2014.0,248390.0,Craft The World,11077.483333333334
Animation &amp; Modeling,2014.0,270942.0,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,0.0
Adventure,2014.0,332810.0,Midnight Mysteries: Witches of Abraham - Collector's Edition,0.13333333333333333
Adventure,2013.0,326480.0,If My Heart Had Wings,3805.5333333333333
Massively Multiplayer,2014.0,326160.0,Shroud of the Avatar: Forsaken Virtues,6294.416666666666
Adventure,2014.0,314850.0,Haunted House: Cryptic Graves,0.9333333333333333
Adventure,2014.0,314210.0,Tesla Breaks the World!,59.43333333333333
Indie,2014.0,282960.0,Atajrubah,0.7
Adventure,2014.0,303800.0,The Witcher Adventure Game,377.93333333333334
Adventure,2014.0,279440.0,Joe Dever's Lone Wolf HD Remastered,284.1333333333333
Action,2014.0,318530.0,Wings of Vi,824.9666666666667
Racing,2014.0,303830.0,Motorcycle Club,28.45
Simulation,2014.0,321660.0,Mining Industry Simulator,0.9333333333333333
Simulation,2014.0,331910.0,Beach Resort Simulator,0.0
Free to Play,2014.0,331580.0,ULTRAWORLD EXODUS,1.05
Action,2014.0,334190.0,Insanity's Blade,7.7
Adventure,2010.0,298950.0,Darkness Within 2: The Dark Lineage,2.35
Free to Play,2014.0,294160.0,Galcon 2: Galactic Conquest,704.4333333333334
Indie,2014.0,318330.0,Mecha Ace,74.38333333333333
Education,2014.0,322410.0,Bin Weevils Arty Arcade,0.0
Action,2014.0,324070.0,iO,120.73333333333333
Free to Play,2014.0,270370.0,Lambda Wars Beta,4349.5
Action,2005.0,335320.0,Bet On Soldier,61.53333333333333
Adventure,2014.0,252290.0,Elegy for a Dead World,37.75
Action,2014.0,300840.0,JUJU,39.86666666666667
Casual,2014.0,332830.0,Prelogate,97.53333333333333
Action,2014.0,298790.0,Rock Boshers DX: Directors Cut,6.216666666666667
Action,2014.0,317790.0,Rexaura,100.88333333333334
Action,2012.0,305800.0,POP: Methodology Experiment One,27.733333333333334
Casual,2013.0,328890.0,Fritz for Fun 13,0.08333333333333334
RPG,2014.0,292140.0,FINAL FANTASY® XIII-2,4375.75
Action,2014.0,337420.0,Final Dusk,217.86666666666667
Action,2014.0,331440.0,bit Dungeon II,744.5833333333334
Indie,2014.0,318650.0,SunAge: Battle for Elysium,17.033333333333335
Adventure,2014.0,335670.0,LISA,2201.9166666666665
Adventure,2016.0,327960.0,Journey of the King,7.1
Indie,2014.0,334230.0,Town of Salem,43399.23333333333
Action,2014.0,332780.0,National Zombie Park,106.88333333333334
Indie,2014.0,313130.0,Metrocide,220.0
Adventure,2014.0,293480.0,FRONTIERS,9.016666666666666
Utilities,2016.0,241680.0,Actual Multiple Monitors,0.016666666666666666
Action,2014.0,286040.0,Dead Effect,1212.7
Simulation,2014.0,335050.0,World Of Leaders,44.083333333333336
Action,2014.0,338030.0,Mission Control: NanoMech,0.4666666666666667
Action,2014.0,339120.0,Fork Parker's Holiday Profit Hike,331.6166666666667
Action,2014.0,311340.0,METAL GEAR SOLID V: GROUND ZEROES,8104.1
Action,2016.0,207140.0,SpeedRunners,54593.75
Adventure,2014.0,324120.0,Verde Station,10.200000000000001
Indie,2014.0,334290.0,Gates of Horizon,51.766666666666666
Action,2014.0,302830.0,BLOCKADE 3D,18688.433333333334
Action,2014.0,333130.0,Do Not Fall,0.0
Indie,2014.0,339350.0,Choice of Robots,649.4166666666666
Indie,2014.0,339510.0,Psy High,74.8
Action,2014.0,322170.0,Geometry Dash,33682.0
Adventure,2014.0,336770.0,Pilot Brothers 2,0.0
Adventure,2014.0,336380.0,Catmouth Island,126.68333333333334
Utilities,2015.0,337070.0,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",65.11666666666667
Indie,2014.0,340220.0,Shadows of War,157.85
Casual,2015.0,334300.0,Fake Colours,235.95000000000002
Casual,2015.0,340570.0,WolfWars,23.233333333333334
Action,2015.0,340290.0,Dr.Green,0.3833333333333333
Action,2015.0,333760.0,Vintage Year,103.3
Indie,2015.0,338590.0,The Race for the White House,1.4166666666666667
Action,2015.0,339290.0,Castle,289.06666666666666
Adventure,2015.0,337270.0,Ostrich Island,104.66666666666667
Adventure,2015.0,334470.0,Adventures of Robinson Crusoe,0.0
Action,2015.0,273960.0,Mechs &amp; Mercs: Black Talons,35.5
Casual,2015.0,338710.0,Urja,156.0
Adventure,2015.0,340300.0,Teddy Floppy Ear - Mountain Adventure,331.03333333333336
Adventure,2014.0,341380.0,Countless Rooms of Death,25.1
Action,2015.0,334690.0,Squirreltopia,208.55
Action,2015.0,322080.0,Disorder,50.53333333333333
Action,2007.0,304540.0,FreakOut: Extreme Freeride,0.48333333333333334
Adventure,2015.0,337850.0,Avernum 2: Crystal Souls,322.65
Action,2015.0,340750.0,Gunslugs 2,20.366666666666667
Adventure,2015.0,299680.0,Tengami,21.05
Casual,2015.0,335220.0,But to Paint a Universe,113.28333333333333
Action,2015.0,303260.0,TRISTOY,183.86666666666667
Indie,2015.0,325880.0,Crystal Catacombs,2.3333333333333335
Adventure,2014.0,342630.0,Witch's Pranks: Frog's Fortune Collector's Edition,5.183333333333334
Casual,2015.0,321880.0,Aveyond 3-3: The Lost Orb,0.0
Indie,2015.0,341780.0,Chronicles of a Dark Lord: Episode II War of The Abyss,138.96666666666667
Indie,2015.0,339800.0,HuniePop,17415.033333333333
Casual,2015.0,343780.0,Cat Goes Fishing,482.8666666666667
Animation &amp; Modeling,2013.0,266590.0,AGFPPROV3 Premium,0.016666666666666666
Action,2015.0,304240.0,Resident Evil / biohazard HD REMASTER,2082.6833333333334
Action,2014.0,328740.0,Bit Odyssey,17.183333333333334
Adventure,2015.0,340330.0,Deity Quest,91.68333333333334
Action,2015.0,295690.0,PARTICLE MACE,706.9666666666667
Casual,2015.0,341720.0,Among Ripples,164.23333333333332
Action,2015.0,250070.0,TorqueL,1.25
Adventure,2015.0,313120.0,Stranded Deep,17026.45
Indie,2015.0,337220.0,Guild Commander,49.516666666666666
Strategy,2015.0,290790.0,Grey Goo,4467.333333333333
Free to Play,2015.0,345650.0,Without Within,79.9
Action,2009.0,338140.0,Venetica - Gold Edition,132.53333333333333
Casual,2015.0,345790.0,Bridge Creator 2015,0.3333333333333333
Adventure,2015.0,344030.0,Ghost Pirates of Vooju Island,3.4499999999999997
Design &amp; Illustration,2015.0,345310.0,My Family Creative Studio,0.44999999999999996
Adventure,2015.0,345290.0,The Quivering,0.016666666666666666
Design &amp; Illustration,2015.0,345300.0,Wildlife Creative Studio,0.0
Casual,2013.0,342510.0,Bret Airborne,73.73333333333333
Adventure,2015.0,331340.0,Tulpa,137.01666666666668
Indie,2015.0,343750.0,Firefly Online Cortex,367.95
Action,2015.0,341060.0,The Lady,71.93333333333334
Action,2015.0,330180.0,Pix the Cat,250.55
Action,2015.0,339240.0,10 Years After,1.7833333333333334
Action,2015.0,343100.0,Overture,680.1166666666667
Casual,2015.0,345090.0,Ancient Planet Tower Defense,165.13333333333333
Action,2015.0,208750.0,Apotheon,1362.5
Indie,2015.0,347480.0,Super Pixalo,0.15
Adventure,2015.0,347560.0,Terra Incognita ~ Chapter One: The Descendant,853.9333333333333
Adventure,2015.0,329200.0,Astray,15.166666666666666
